,gvkey,fyear,tic,acctstd,ajex,ajp,curncd,currtr,pddur,src,acdo,aco,acodo,acominc,acox,act,aldo,am,ao,aocidergl,aociother,aocipen,aodo,aoloch,aox,ap,aqc,at,bkvlps,caps,capx,capxv,ceq,ceql,ceqt,ch,che,chech,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cogs,cshfd,cshi,csho,cshpri,cstk,cstkcv,cstke,dc,dclo,dcom,dcpstk,dcvsr,dcvsub,dcvt,dd,dd1,dd2,diladj,dilavx,dlc,dltis,dlto,dltr,dltt,dm,dn,do,donr,dp,dpact,dpc,dpvieb,drc,drlt,ds,dudd,dv,dvc,dvp,dvpa,dvt,ebit,ebitda,emp,epsfi,epsfx,epspi,epspx,esopct,esopnr,esopt,esub,esubc,exre,fatc,fatn,fiao,fincf,fopo,fopox,gdwl,gp,ib,ibadj,ibc,ibcom,ibmii,icapt,intan,intano,intc,intpn,invch,invt,ivaco,ivaeq,ivao,ivch,ivncf,ivst,ivstch,lco,lcox,lcoxdr,lct,lifr,lo,loxdr,lse,lt,mib,mibn,mibt,mii,mrc1,mrcta,msa,ni,niadj,nopi,nopio,np,oancf,oiadp,oibdp,opeps,oprepsx,pi,pnca,pncad,pncaeps,pnrsho,ppegt,ppent,ppeveb,prca,prcad,prcaeps,prsho,prstkc,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,re,rea,reajo,recch,recco,rect,recta,rectr,reuna,revt,sale,seq,seqo,siv,spce,spced,spceeps,spi,sppiv,sstk,teq,tstk,tstkc,tstkn,txbco,txbcof,txdb,txdba,txdbca,txdbcl,txdc,txdi,txditc,txfo,txndb,txndba,txndbl,txo,txp,txpd,txr,txt,txw,wcap,xacc,xido,xidoc,xint,xopr,xsga,exchg,naicsh,sich,cshtr_c,dvpsp_c,dvpsx_c,prcc_c,prch_c,prcl_c,adjex_c,cshtr_f,dvpsp_f,dvpsx_f,prcc_f,prch_f,prcl_f,adjex_f,auop,ceoso,cfoso,gsubind,naics,priusa,sic,stko
25,1429,2013,2388B,DS,1.0,1.0,USD,1.0,12,3,0.0,21.85,17.077,-43.61600000000001,17.077,407.204,0.0,0.0,15.897,-1.817,-4.43,-37.369,15.897,42.508,15.897,54.708,0.0,950.985,,,74.18,74.18,342.352,342.352,342.352,0.129,0.129,0.006,114.155,48.801,0.0,1.0290000000000001,5.983,7.315,57.01,0.0,108.17200000000001,1185.514,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.36,0.3,6.065,,,118.79700000000001,0.0,50.0,0.28,128.06,128.36,0.0,0.0,0.0,53.7,1076.5839999999998,55.312,1076.5839999999998,0.0,0.0,0.0,0.0,26.354,26.354,0.0,0.0,26.354,62.556999999999995,116.257,,,,,,0.0,0.0,0.0,-0.258,0.258,0.0,15.717,0.0,-10.783,-29.56,-0.063,-0.063,0.0,417.89,42.818000000000005,42.818000000000005,48.801,42.818000000000005,48.801,545.268,0.0,0.0,0.3,9.6,-22.377,295.063,-3.383,8.836,4.974,8.318999999999999,-83.999,0.0,0.0,177.9,177.9,177.9,351.405,0.0,49.902,49.902,950.985,533.7769999999999,0.0,36.580999999999996,36.580999999999996,5.983,1.6059999999999999,2.8510000000000004,0.0,42.818000000000005,42.818000000000005,-0.278,-0.354,118.49700000000001,113.565,62.556999999999995,116.257,,,52.285,2.9330000000000003,,,0.499,1590.658,514.0740000000001,1590.658,0.14800000000000002,,,0.0,0.0,38.275,0.0,38.275,38.275,0.0,38.275,,,-43.61600000000001,-7.093,10.035,90.162,0.0,80.127,,1603.404,1603.404,380.62699999999995,,1.8730000000000002,45.898999999999994,,,0.0,0.948,0.0,417.208,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,-1.554,4.41,,-4.41,5.132000000000001,9.542,,0.0,11.0,0.0,3.484,0.0,55.799,0.0,0.0,0.0,9.994,1487.1470000000002,301.633,1,311313.0,2060.0,,0.0,0.0,,,,1.0,,0.0,0.0,,,,1.0,1.0,Y,Y,30202030,311313,1,2060,3
27,1659,2010,ANDE,DS,1.5,1.5,USD,1.0,12,5,0.0,277.53,277.53,-28.799,277.53,1138.558,0.0,2.4,43.897,-1.122,0.0,-29.362,43.897,-109.794,43.897,274.596,39.293,1699.39,24.4864,177.875,49.251000000000005,49.251000000000005,451.431,451.431,429.36,29.219,61.611999999999995,-116.71,61.396,64.881,0.0,-0.17800000000000002,0.21899999999999997,0.0,-4.992,1.685,61.177,3075.812,18.507,19.198,18.436,18.355999999999998,0.096,0.005,-0.204,,0.0,0.0,0.0,0.0,0.0,0.0,53.637,24.524,44.9,0.0,64.458,265.624,18.986,0.0,36.598,276.825,68.212,247.71200000000002,0.0,0.0,35.1,311.533,38.913000000000004,311.533,,0.0,0.0,0.0,6.581,7.007000000000001,0.0,0.0,7.007000000000001,80.84899999999999,115.949,2.943,3.48,3.48,3.51,3.51,0.0,0.0,0.0,26.006999999999998,-17.594,0.0,2.572,0.0,-7.507999999999999,211.58,-5.106,-4.23,10.1,317.97900000000004,64.66199999999999,64.458,64.881,64.66199999999999,64.881,741.3839999999999,22.070999999999998,11.970999999999998,0.0,20.0,-214.171,647.189,1.942,175.34900000000002,,13.495,-89.005,32.393,-9.01,296.52299999999997,253.472,253.472,836.743,0.0,58.614,58.614,1699.39,1234.8310000000001,0.0,13.128,13.128,0.21899999999999997,22.307,17.484,1.685,64.66199999999999,64.458,35.359,35.359,241.1,-239.285,80.84899999999999,115.949,3.31,3.28,104.14299999999999,0.45799999999999996,0.02,0.02,0.0,631.048,319.515,631.048,0.11699999999999999,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.518,0.0,-30.484,-0.848,0.0,152.227,0.0,152.227,316.317,3393.7909999999997,3393.7909999999997,451.431,0.0,0.0,59.183,3.19,3.22,7.8,-7.771,1.305,464.559,14.058,14.058,0.762,-0.8759999999999999,0.8759999999999999,62.648999999999994,0.0,16.813,0.0,12.205,12.205,62.648999999999994,1.156,-45.836000000000006,55.398999999999994,101.235,0.0,0.0,24.8,0.0,39.262,0.0,301.815,43.051,0.0,0.0,19.865,3277.842,202.03,14,424510.0,5150.0,46902859.0,0.3575,0.38,36.35,42.44,24.59,1.5,46902859.0,0.3575,0.38,36.35,42.44,24.59,1.5,1.0,Y,Y,30101020,424510,1,5150,0
29,1659,2011,ANDE,DS,1.5,1.5,USD,1.0,12,5,0.0,140.082,140.082,-43.09,140.082,1107.222,0.0,2.8,12.640999999999998,-1.1540000000000001,0.0,-46.482,12.640999999999998,300.222,12.640999999999998,391.905,2.365,1734.1229999999998,28.3225,179.463,108.323,108.323,523.995,523.995,501.38,20.39,39.041,-8.829,82.53399999999999,96.825,0.0,-0.031,1.719,0.0,-17.12,2.86,80.815,4186.479,18.619,19.198,18.500999999999998,18.457,0.096,0.005,-0.369,,0.0,0.0,0.0,0.0,0.0,0.0,67.11399999999999,32.208,27.4,0.0,94.73700000000001,103.708,73.752,0.0,104.008,238.885,63.61,203.979,0.0,0.0,37.0,332.43300000000005,40.836999999999996,332.43300000000005,79.557,0.0,0.0,0.0,8.152999999999999,8.9,0.0,0.0,8.9,125.462,162.46200000000002,2.985,5.09,5.09,5.13,5.13,0.0,0.0,0.0,41.45,-23.590999999999998,0.0,13.005999999999998,0.0,-3.17,-213.097,9.051,9.357999999999999,12.5,389.852,95.10600000000001,94.73700000000001,96.825,95.10600000000001,96.825,777.727,22.615,10.115,0.0,25.2,-114.427,760.459,0.9309999999999999,199.06099999999998,20.36,0.121,-85.99700000000001,18.651,-6.517,298.638,298.638,219.081,794.2510000000001,0.0,97.505,97.505,1734.1229999999998,1195.281,0.0,14.847000000000001,14.847000000000001,1.719,16.775,11.63,4.546,95.10600000000001,94.73700000000001,49.372,49.372,71.5,290.265,125.462,162.46200000000002,5.19,5.15,147.878,-3.443,-0.18,-0.19,0.0,704.6569999999999,372.224,704.6569999999999,0.233,0.01,0.01,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,359.43300000000005,0.0,-47.636,-15.708,0.0,167.64,0.0,167.64,402.523,4576.331,4576.331,523.995,0.0,0.0,92.632,4.98,5.01,-1.7,-8.417,0.815,538.842,14.997,14.997,0.6970000000000001,-0.307,0.307,64.64,0.0,21.483,0.0,5.473,5.473,64.64,0.9620000000000001,-43.157,71.726,114.883,0.0,0.0,48.9,0.0,51.053000000000004,0.0,312.971,0.0,0.0,0.0,25.256,4413.869000000001,227.39,14,424510.0,5150.0,42278882.0,0.44,0.48,43.66,51.23,30.0409,1.5,42278882.0,0.44,0.48,43.66,51.23,30.0409,1.5,1.0,Y,Y,30101020,424510,1,5150,0
31,1659,2012,ANDE,DS,1.5,1.5,USD,1.0,12,5,0.0,172.983,172.983,-45.379,172.983,1297.153,0.0,4.8,12.594000000000001,-0.902,0.0,-47.045,12.594000000000001,-4.066,12.594000000000001,584.1709999999999,220.257,2182.304,31.8823,181.627,180.498,180.498,594.413,594.413,517.192,138.218,138.616,117.82799999999999,73.27600000000001,75.565,0.0,0.252,-3.915,0.0,-0.563,-1.9780000000000002,77.191,4865.905,18.692999999999998,19.198,18.644000000000002,18.523,0.096,0.005,-0.389,,0.0,0.0,0.0,0.0,0.0,0.0,72.569,15.145,43.9,0.0,79.09100000000001,39.364000000000004,275.346,0.0,143.94299999999998,427.24300000000005,194.356,369.819,0.0,0.0,48.1,359.358,48.977,359.358,99.164,0.0,0.0,0.0,11.165999999999999,11.375,0.0,0.0,11.375,111.07600000000001,159.17600000000002,3.111,4.23,4.23,4.27,4.27,0.0,0.0,0.0,16.487000000000002,8.134,0.0,34.965,0.0,5.462999999999999,79.903,5.078,5.24,51.5,406.105,79.48,79.09100000000001,75.565,79.48,75.565,1038.688,77.221,25.721,0.4,21.7,122.428,776.677,0.0,190.908,17.22,19.996,-290.557,0.39799999999999996,18.253,369.272,369.272,270.108,992.807,0.0,72.671,72.671,2182.304,1570.859,0.0,17.032,17.032,-3.915,16.758,7.938,2.568,79.48,79.09100000000001,27.112,27.112,24.219,328.48199999999997,111.07600000000001,159.17600000000002,4.11,4.07,120.133,-0.099,-0.01,-0.01,0.0,946.566,587.2080000000001,946.566,0.479,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.249,0.0,-47.946999999999996,-21.737,0.0,208.877,0.0,208.877,470.62800000000004,5272.01,5272.01,594.413,0.0,19.998,76.546,4.09,4.13,4.5,-23.665,1.3219999999999998,611.445,12.559000000000001,12.559000000000001,0.5539999999999999,-0.162,0.162,78.138,0.0,15.862,0.0,16.503,16.503,78.138,0.757,-62.276,69.352,131.628,0.0,0.0,36.3,0.0,44.568000000000005,0.0,304.346,,0.0,0.0,22.555,5112.834,246.929,14,424510.0,5150.0,35049260.0,0.6,0.61,42.9,51.5,35.16,1.5,35049260.0,0.6,0.61,42.9,51.5,35.16,1.5,4.0,Y,Y,30101020,424510,1,5150,0
33,1659,2013,ANDE,DS,1.5,1.5,USD,1.0,12,5,0.0,123.43799999999999,123.43799999999999,-21.180999999999997,123.43799999999999,1221.7839999999999,0.0,5.3,31.025,-0.637,0.0,-28.404,31.025,8.773,31.025,592.183,15.252,2273.556,37.3263,184.38,139.37,139.37,701.4739999999999,701.4739999999999,625.635,309.085,309.493,170.86700000000002,119.9,95.70200000000001,0.0,0.265,5.763,0.0,18.641,5.292000000000001,114.137,5181.849,18.791,19.198,18.793,18.657,0.096,0.005,-0.35700000000000004,,0.0,0.0,0.0,0.0,0.0,0.0,77.815,51.998000000000005,89.2,0.0,89.58200000000001,51.998000000000005,68.003,0.0,94.75200000000001,375.213,210.96,349.39599999999996,0.0,0.0,57.5,380.30199999999996,55.306999999999995,380.30199999999996,59.303999999999995,0.0,0.0,0.0,11.985999999999999,12.110999999999999,0.0,0.0,12.110999999999999,90.69200000000001,148.192,3.238,4.77,4.77,4.8,4.8,0.0,0.0,0.0,68.705,-50.953,0.0,48.135,0.0,-0.046,-60.06,9.462,10.463,58.553999999999995,422.725,89.939,89.58200000000001,95.70200000000001,89.939,95.70200000000001,1099.634,75.839,17.285,0.6,22.9,162.44299999999998,614.923,0.0,291.10900000000004,25.72,49.251000000000005,-106.26100000000001,0.408,-0.01,348.152,348.152,288.848,992.3330000000001,0.0,61.507,61.507,2273.556,1549.135,0.0,22.947,22.947,5.763,19.779,10.61,7.86,89.939,89.58200000000001,84.181,84.181,0.0,337.18800000000005,90.69200000000001,148.192,4.94,4.9,149.513,-0.8109999999999999,-0.04,-0.04,0.0,1008.3810000000001,628.0790000000001,1008.3810000000001,0.605,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.22,0.0,-29.041,35.446,0.0,173.93,0.0,173.93,548.401,5604.5740000000005,5604.5740000000005,701.4739999999999,0.0,0.0,89.376,4.76,4.79,-3.9,-19.366,1.939,724.421,10.222000000000001,10.222000000000001,0.405,-1.001,1.001,120.08200000000001,0.0,4.931,0.0,40.374,40.374,120.08200000000001,1.4,-115.15100000000001,48.221000000000004,163.372,0.0,0.0,5.3,0.0,53.81100000000001,0.0,229.451,,0.0,0.0,21.46,5456.382,274.533,14,424510.0,5150.0,32123722.0,0.64,0.645,89.17,93.42,42.75,1.5,32123722.0,0.64,0.645,89.17,93.42,42.75,1.5,1.0,Y,Y,30101020,424510,1,5150,0
35,1722,2010,ADM,DS,1.0,1.0,USD,1.0,12,5,0.0,624.0,624.0,-899.0,624.0,18134.0,0.0,,702.0,30.0,0.0,-613.0,685.0,-137.0,685.0,5538.0,62.0,31548.0,22.8623,0.0,1607.0,1607.0,14609.0,14609.0,14347.0,1046.0,3777.0,-9.0,1375.0,1919.0,-557.0,43.0,-11.0,0.0,-57.0,27.0,1386.0,56982.0,644.0,671.6,639.0,643.0,5989.0,8.918,0.0,17.0,0.0,0.0,982.0,982.0,0.0,982.0,5242.0,344.0,156.0,0.0,1930.0,718.0,27.0,250.0,552.0,6830.0,344.0,700.0,0.0,0.0,857.0,11292.0,912.0,11292.0,0.0,0.0,0.0,0.0,372.0,372.0,0.0,0.0,372.0,2445.0,3302.0,29.3,3.0,3.0,3.0,3.0,0.0,0.0,0.0,561.0,-269.0,0.0,612.0,0.0,-60.0,-1028.0,152.0,152.0,262.0,4700.0,1930.0,1930.0,1919.0,1930.0,1919.0,21461.0,262.0,,75.0,453.0,-144.0,7611.0,-9.0,3060.0,678.0,1533.0,-1722.0,2731.0,,2317.0,0.0,0.0,8573.0,225.0,1075.0,1075.0,31548.0,16917.0,0.0,22.0,22.0,-11.0,235.0,442.0,34.0,1930.0,1930.0,712.0,712.0,374.0,2741.0,2445.0,3302.0,3.07,3.07,2585.0,25.35,0.04,0.04,0.0,20004.0,8712.0,20004.0,2.6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9458.0,0.0,-583.0,740.0,0.0,6122.0,-350.0,6122.0,10357.0,61682.0,61682.0,14609.0,0.0,1454.0,1952.1,3.03,3.03,-75.0,-9.0,0.0,14631.0,838.0,838.0,32.6,0.0,0.0,439.0,0.0,91.0,0.0,30.0,31.0,439.0,195.0,-348.0,692.0,1040.0,0.0,0.0,604.0,0.0,666.0,0.0,9561.0,2317.0,0.0,0.0,497.0,58380.0,1398.0,11,31122.0,2070.0,1413262699.0,0.6,0.6,30.08,34.03,24.22,1.0,1360056070.0,0.58,0.58,25.82,33.0,24.22,1.0,1.0,Y,Y,30202010,31122,1,2070,0
37,1722,2011,ADM,DS,1.0,1.0,USD,1.0,12,5,0.0,883.0,883.0,176.0,883.0,27504.0,0.0,,681.0,29.0,0.0,-419.0,630.0,-1292.0,630.0,7550.0,218.0,42193.0,27.8225,0.0,1247.0,1247.0,18808.0,18808.0,18464.0,615.0,4750.0,-431.0,3093.0,2018.0,859.0,-1.0,-18.0,0.0,194.0,23.0,3111.0,75549.0,654.0,716.3,676.0,642.0,7736.0,10.8,0.0,51.0,0.0,0.0,1026.0,1026.0,0.0,1026.0,4963.0,178.0,1800.0,13.0,2049.0,2053.0,1564.0,255.0,417.0,8266.0,344.0,2200.0,0.0,0.0,827.0,12228.0,877.0,12228.0,0.0,0.0,0.0,0.0,395.0,395.0,0.0,0.0,395.0,2689.0,3516.0,30.7,3.13,3.13,3.17,3.17,0.0,0.0,0.0,542.0,-397.0,0.0,765.0,0.0,2.0,3584.0,-127.0,-127.0,344.0,5127.0,2036.0,2036.0,2018.0,2036.0,2018.0,27104.0,344.0,,7.0,418.0,-3412.0,12055.0,34.0,3498.0,666.0,2410.0,-1675.0,4135.0,,3615.0,118.0,118.0,13218.0,593.0,1012.0,1012.0,42193.0,23355.0,0.0,30.0,30.0,-18.0,233.0,371.0,57.0,2036.0,2036.0,759.0,623.0,1875.0,-2340.0,2689.0,3516.0,3.12,3.07,3015.0,33.8,0.05,0.05,0.0,21728.0,9500.0,21728.0,-0.65,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,12172.0,0.0,-390.0,-2882.0,0.0,9816.0,509.0,9816.0,11996.0,80676.0,80676.0,18808.0,0.0,2094.0,2059.4,3.17,3.2,56.0,0.0,1750.0,18838.0,1100.0,1100.0,40.3,0.0,0.0,859.0,0.0,0.0,118.0,521.0,514.0,859.0,222.0,-977.0,722.0,1699.0,0.0,0.0,513.0,0.0,997.0,0.0,14286.0,3497.0,0.0,0.0,489.0,77160.0,1611.0,11,31122.0,2070.0,1546789438.0,0.655,0.655,28.6,38.0201,23.69,1.0,1506715113.0,0.62,0.62,30.15,38.0201,25.02,1.0,1.0,Y,Y,30202010,31122,1,2070,0
39,1722,2012,ADM,DS,1.0,1.0,USD,1.0,12,5,0.0,6593.0,6593.0,-907.0,6593.0,26954.0,0.0,,534.0,50.0,0.0,-782.0,534.0,-362.0,534.0,2474.0,241.0,41553.0,27.2671,0.0,1477.0,1477.0,17969.0,17969.0,17624.0,1291.0,4730.0,676.0,159.0,1242.0,-685.0,21.0,13.0,0.0,-363.0,-56.0,146.0,84577.0,666.0,716.5,659.0,665.0,7702.0,10.749,0.0,0.0,0.0,0.0,1071.0,1071.0,0.0,1071.0,4587.0,1677.0,1100.0,0.0,1223.0,3785.0,97.0,177.0,358.0,6535.0,324.0,700.0,0.0,0.0,793.0,12878.0,848.0,12878.0,0.0,0.0,0.0,0.0,455.0,455.0,0.0,0.0,455.0,2046.0,2839.0,30.0,1.84,1.84,1.84,1.84,0.0,0.0,0.0,472.0,-243.0,0.0,1027.0,0.0,-51.0,-1097.0,663.0,663.0,345.0,4461.0,1223.0,1223.0,1242.0,1223.0,1242.0,24704.0,345.0,,21.0,411.0,-272.0,12192.0,-69.0,3646.0,262.0,1328.0,-1122.0,3439.0,,8367.0,8367.0,8367.0,14626.0,583.0,1440.0,1440.0,41553.0,23384.0,0.0,200.0,200.0,19.0,244.0,263.0,1.0,1223.0,1223.0,634.0,522.0,2108.0,2895.0,2046.0,2839.0,2.27,2.26,1765.0,49.4,0.07,0.07,0.0,22690.0,9812.0,22690.0,1.3,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,11867.0,0.0,-732.0,974.0,,3439.0,-176.0,3439.0,12774.0,89038.0,89038.0,17969.0,0.0,1945.0,1265.9,1.9,1.9,-453.0,0.0,0.0,18169.0,1600.0,1600.0,57.5,0.0,0.0,783.0,,,60.0,45.0,84.0,783.0,118.0,-780.0,870.0,1650.0,0.0,0.0,479.0,0.0,523.0,0.0,12328.0,,0.0,0.0,462.0,86199.0,1622.0,11,31122.0,2070.0,1208441233.0,0.7,0.7,27.39,33.98,24.38,1.0,1306025686.0,0.685,0.685,29.52,33.98,23.69,1.0,1.0,Y,Y,30202010,31122,1,2070,0
41,1722,2013,ADM,DS,1.0,1.0,USD,1.0,12,5,0.0,4476.0,4476.0,-57.0,4476.0,28530.0,0.0,22.0,478.0,5.0,0.0,-330.0,478.0,96.0,478.0,9345.0,44.0,43752.0,30.5857,0.0,913.0,913.0,20156.0,20156.0,19595.0,3121.0,7515.0,1407.0,1738.0,1354.0,127.0,1.0,3.0,0.0,257.0,-1.0,1735.0,85066.0,663.0,716.5,659.0,661.0,7736.0,10.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4390.0,1165.0,19.0,0.0,1342.0,1523.0,23.0,258.0,275.0,5347.0,0.0,699.0,0.0,0.0,849.0,13393.0,909.0,13393.0,0.0,0.0,0.0,0.0,501.0,501.0,0.0,0.0,501.0,2184.0,3033.0,31.1,2.02,2.02,2.03,2.03,0.0,0.0,0.0,411.0,-285.0,0.0,773.0,0.0,73.0,-3242.0,154.0,154.0,364.0,4738.0,1342.0,1342.0,1354.0,1342.0,1354.0,25541.0,561.0,197.0,16.0,380.0,2541.0,11441.0,276.0,3538.0,508.0,891.0,-577.0,4394.0,,4790.0,4790.0,4790.0,15658.0,297.0,1105.0,1105.0,43752.0,23558.0,0.0,38.0,38.0,12.0,243.0,227.0,-1.0,1342.0,1342.0,416.0,314.0,358.0,5226.0,2184.0,3033.0,2.3,2.3,2024.0,30.55,0.05,0.05,0.0,23530.0,10137.0,23530.0,-8.45,-0.01,-0.01,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,14020.0,0.0,-325.0,296.0,1874.0,5098.0,269.0,3224.0,14077.0,89804.0,89804.0,20156.0,0.0,995.0,1483.0,2.24,2.26,-147.0,0.0,0.0,20194.0,1600.0,1600.0,57.5,0.0,0.0,1448.0,134.0,17.0,30.0,161.0,162.0,1448.0,146.0,-1327.0,656.0,1983.0,0.0,0.0,556.0,0.0,670.0,0.0,12872.0,,0.0,0.0,429.0,86771.0,1705.0,11,31122.0,2070.0,1055882913.0,0.76,0.76,43.4,43.99,27.9,1.0,1055882913.0,0.76,0.76,43.4,43.99,27.9,1.0,1.0,Y,Y,30202010,31122,1,2070,0
43,1728,2010,ARDNA,DS,1.0,1.0,USD,1.0,12,5,0.0,4.635,4.635,-0.011000000000000001,4.635,82.081,0.0,0.0,7.556,0.0,0.0,0.0,7.556,-1.3769999999999998,7.556,12.79,0.0,127.884,26.7406,5.377999999999999,2.597,2.597,84.527,84.527,84.527,52.591,54.69,39.411,18.078,18.085,0.0,0.0,0.0,0.0,0.0,-0.006999999999999999,18.078,252.199,3.161,4.518,3.161,3.161,1.129,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.085,0.0,0.0,0.0,0.0,1.228,0.0,0.0,0.0,0.0,5.307,90.494,5.307,90.494,0.0,0.0,1.228,0.0,3.161,3.161,0.0,0.0,3.161,29.573,34.88,2.141,5.72,5.72,5.72,5.72,0.0,0.0,0.0,0.0,0.0,0.0,1.074,0.0,0.0,-3.161,0.61,0.61,0.0,164.86599999999999,18.085,18.085,18.085,18.085,18.085,85.755,0.0,0.0,0.0,0.094,-1.3019999999999998,18.176,0.0,0.0,0.0,0.0,19.484,2.099,22.065,17.602999999999998,4.7780000000000005,4.7780000000000005,31.019000000000002,6.446000000000001,11.11,11.11,127.884,43.357,0.0,0.0,0.0,0.0,10.857999999999999,65.28399999999999,-0.011000000000000001,18.085,18.085,1.232,1.232,0.0,23.088,29.573,34.88,5.6,5.6,30.331,0.0,0.0,0.0,0.0,128.741,38.247,128.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.773,0.0,0.0,0.799,2.412,4.58,0.0,2.168,81.78399999999999,417.065,417.065,84.527,0.0,0.0,17.757,5.62,5.62,0.57,0.07400000000000001,0.0,84.527,3.753,3.753,1.357,0.0,0.0,0.0,4.293,1.797,,1.129,1.126,0.0,0.0,6.09,9.366,3.2760000000000002,0.0,0.626,11.354000000000001,0.0,12.245999999999999,0.0,51.062,12.825,0.0,0.0,1.044,382.185,129.986,14,445110.0,5411.0,544456.0,1.0,1.0,82.5,125.81,77.15,1.0,544456.0,1.0,1.0,82.5,125.81,77.15,1.0,1.0,Y,Y,30101030,445110,1,5411,0
45,1728,2011,ARDNA,DS,1.0,1.0,USD,1.0,12,5,0.0,4.598,4.598,-0.006,4.598,91.124,0.0,0.0,6.4639999999999995,0.0,0.0,0.0,6.4639999999999995,-0.14,6.4639999999999995,14.694,0.0,135.063,29.8792,5.271,4.292,4.292,91.759,91.759,91.759,30.675,61.088,-21.916,17.01,17.005,0.0,0.0,0.0,0.0,0.0,0.005,17.01,263.569,3.094,4.428,3.071,3.094,1.107,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.005,0.0,0.0,0.0,0.0,1.228,0.0,0.0,0.0,0.0,4.975,93.604,4.975,93.604,0.0,0.0,1.228,0.0,3.116,3.094,0.0,0.0,3.094,26.122,31.096999999999998,2.134,5.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.581,0.0,0.0,-9.8,1.056,1.056,0.0,165.91400000000002,17.005,17.005,17.005,17.005,17.005,92.98700000000001,0.0,0.0,0.0,0.087,-0.8320000000000001,19.008,0.0,0.0,0.0,0.0,-30.484,30.413,-28.381,16.391,4.114,4.114,31.085,6.897,10.991,10.991,135.063,43.303999999999995,0.0,0.0,0.0,0.0,11.275,58.886,-0.006,17.005,17.005,0.248,0.248,0.0,18.368,26.122,31.096999999999998,5.05,5.05,28.423000000000002,0.0,0.0,0.0,0.0,131.079,37.475,131.079,0.0,0.0,0.0,0.0,6.684,0.0,0.0,0.0,0.0,0.0,0.0,89.134,0.0,0.0,-0.439,3.0439999999999996,6.43,0.0,1.864,89.14,429.483,429.483,91.759,0.0,0.0,15.620999999999999,5.05,5.05,2.129,-2.214,0.0,91.759,3.753,3.753,1.357,0.0,0.0,0.0,3.531,1.4509999999999998,0.0,1.105,1.1079999999999999,0.0,0.0,4.982,8.328,3.346,0.0,0.0,12.460999999999999,1.5219999999999998,11.418,0.0,60.038999999999994,12.277000000000001,0.0,0.0,0.076,398.38599999999997,134.817,14,445110.0,5411.0,680113.0,1.0,1.0,90.01,97.46,74.08,1.0,680113.0,1.0,1.0,90.01,97.46,74.08,1.0,1.0,Y,Y,30101030,445110,1,5411,0
